id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
505,2025-07-19,1817,56,1,8,658.17,,,comision_vacia;montoAsegurado_vacio
507,2025-07-21,71,63,6,2,1604.54,,,comision_vacia;montoAsegurado_vacio
508,2025-05-23,1415,75,5,1,1028.33,253.52,,montoAsegurado_vacio
509,2025-01-20,1832,54,15,11,,380.05,145000.82,prima_vacia
510,2025-03-29,699,43,14,12,,121.5,,prima_vacia;montoAsegurado_vacio
511,2025-03-31,2545,36,10,11,,380.95,121142.67,prima_vacia
512,2025-04-25,2723,67,6,5,,6.23,15008.2,prima_vacia
518,2025-09-13,1875,60,8,4,,,328641.34,prima_vacia;comision_vacia
521,,2939,14,6,11,1998.2,398.18,,fechaEmision_vacia;montoAsegurado_vacio
523,2025-03-22,938,47,9,10,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
524,2025-12-02,1574,43,10,10,181.08,34.65,,montoAsegurado_vacio
526,2026-02-08,284,65,10,8,,260.86,126568.35,prima_vacia
527,,2629,44,15,1,1498.66,346.97,,fechaEmision_vacia;montoAsegurado_vacio
529,2025-09-04,1326,23,8,6,,52.59,67713.3,prima_vacia
530,2025-12-15,214,55,15,7,1066.08,161.64,,montoAsegurado_vacio
531,2025-06-04,177,73,4,7,1871.73,183.05,,montoAsegurado_vacio
532,2025-10-28,1369,54,4,3,306.81,,57557.29,comision_vacia
533,2025-10-13,2867,50,10,8,,175.16,138659.54,prima_vacia
535,2025-03-10,1978,37,7,10,,373.45,73333.3,prima_vacia
537,2025-11-14,2996,38,3,10,1065.63,,,comision_vacia;montoAsegurado_vacio
538,2025-06-07,2146,23,12,8,643.98,121.68,,montoAsegurado_vacio
539,2025-12-20,620,2,4,9,56.45,,,comision_vacia;montoAsegurado_vacio
541,2025-04-28,1607,79,5,8,391.61,,,comision_vacia;montoAsegurado_vacio
543,2025-12-19,1352,54,8,2,1184.99,140.37,,montoAsegurado_vacio
544,,1631,43,3,5,,,,fechaEmision_vacia;prima_vacia;comision_vacia;montoAsegurado_vacio
545,2025-01-03,2921,10,6,2,589.25,84.48,,montoAsegurado_vacio
546,2025-09-18,683,18,12,7,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
548,2026-02-02,140,75,14,2,,238.1,211004.23,prima_vacia
549,2025-03-01,2373,37,2,3,1292.38,72.55,,montoAsegurado_vacio
551,2025-04-23,1815,21,1,4,,124.2,209012.04,prima_vacia
553,2026-07-01,2446,1,10,12,,207.12,,prima_vacia;montoAsegurado_vacio
554,2025-01-30,659,43,4,2,316.37,,,comision_vacia;montoAsegurado_vacio
555,2025-06-06,58,12,13,5,802.91,173.75,,montoAsegurado_vacio
556,2025-09-23,2075,41,5,7,910.0,,56167.62,comision_vacia
558,2025-11-19,278,14,2,10,,118.69,,prima_vacia;montoAsegurado_vacio
559,2025-11-15,2560,76,1,12,1382.32,279.32,,montoAsegurado_vacio
562,2026-01-21,1565,32,9,3,1761.04,254.27,,montoAsegurado_vacio
564,2025-03-21,2174,57,6,8,576.14,,76260.33,comision_vacia
566,2025-02-18,2845,40,6,4,932.58,189.41,,montoAsegurado_vacio
567,2026-01-04,1718,78,10,1,,,122545.12,prima_vacia;comision_vacia
568,2025-06-13,1884,55,5,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
569,2025-04-02,2388,29,5,7,681.04,42.3,,montoAsegurado_vacio
570,2025-04-16,2214,74,3,4,636.27,,,comision_vacia;montoAsegurado_vacio
571,2025-07-26,788,69,9,1,,149.93,,prima_vacia;montoAsegurado_vacio
572,,2819,66,15,11,786.78,186.55,,fechaEmision_vacia;montoAsegurado_vacio
573,2025-12-17,2280,45,11,5,,194.57,,prima_vacia;montoAsegurado_vacio
574,2025-02-16,2920,23,15,12,484.69,73.71,,montoAsegurado_vacio
575,2025-05-21,1400,48,5,2,,292.44,130970.86,prima_vacia
578,2025-11-17,862,39,8,7,148.55,,25004.08,comision_vacia
579,2025-07-22,1913,28,7,4,,18.29,,prima_vacia;montoAsegurado_vacio
582,2026-01-20,11,69,11,6,,,162305.06,prima_vacia;comision_vacia
583,2025-01-19,3553,54,12,1,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
586,2026-01-23,703,79,9,6,96.76,,,comision_vacia;montoAsegurado_vacio
587,2025-04-24,2692,26,13,2,,67.72,,prima_vacia;montoAsegurado_vacio
588,2025-03-22,24,24,9,11,1805.91,,291663.33,comision_vacia
589,2025-03-22,1709,78,7,3,701.62,41.46,,montoAsegurado_vacio
590,,222,32,14,12,,,232343.62,fechaEmision_vacia;prima_vacia;comision_vacia
592,2025-09-25,1683,33,14,2,610.59,,39225.86,comision_vacia
593,2025-06-21,2395,4,14,6,,21.01,,prima_vacia;montoAsegurado_vacio
594,2025-12-21,294,61,2,8,,415.66,40996.09,prima_vacia
595,2026-01-22,853,62,5,5,1217.81,159.5,,montoAsegurado_vacio
597,2025-04-21,2380,32,13,6,278.09,,,comision_vacia;montoAsegurado_vacio
598,2025-04-22,2730,13,7,4,830.75,128.47,,montoAsegurado_vacio
599,2025-04-28,2512,29,1,4,1914.82,387.89,,montoAsegurado_vacio
600,2025-04-11,2290,60,15,4,616.05,137.39,,montoAsegurado_vacio
601,2025-12-11,2680,58,14,8,122.03,,23368.45,comision_vacia
602,2025-04-30,2497,50,2,1,1343.48,274.96,,montoAsegurado_vacio
603,,1202,15,12,11,1018.98,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
605,2025-10-03,1360,57,9,12,868.18,,,comision_vacia;montoAsegurado_vacio
607,2025-12-13,2295,43,15,6,,82.25,13281.29,prima_vacia
609,2025-01-24,611,31,13,2,149.29,,29024.73,comision_vacia
612,2025-04-07,2405,19,6,11,1442.2,88.02,,montoAsegurado_vacio
615,,2333,78,15,1,,128.13,164935.64,fechaEmision_vacia;prima_vacia
617,2025-07-16,1915,66,3,11,137.37,12.48,,montoAsegurado_vacio
620,2025-10-09,2727,2,6,9,,,346297.5,prima_vacia;comision_vacia
621,2025-07-02,1361,48,3,7,,19.56,,prima_vacia;montoAsegurado_vacio
622,2025-09-30,2019,35,5,2,297.08,,,comision_vacia;montoAsegurado_vacio
623,2025-07-24,1010,41,7,1,118.23,21.24,,montoAsegurado_vacio
624,2025-09-01,2134,33,10,6,474.87,,24255.64,comision_vacia
625,2025-12-19,654,15,4,5,862.91,58.54,,montoAsegurado_vacio
626,2025-03-07,2766,34,15,8,126.3,,,comision_vacia;montoAsegurado_vacio
627,2025-01-23,2276,77,15,11,539.59,75.27,,montoAsegurado_vacio
628,2025-09-07,2464,32,1,12,77.7,,6080.3,comision_vacia
629,2025-01-09,789,28,5,12,1686.74,,43854.63,comision_vacia
631,2025-08-09,1836,55,13,5,331.16,24.16,,montoAsegurado_vacio
633,,1450,64,12,2,,196.08,165820.35,fechaEmision_vacia;prima_vacia
634,2025-01-05,2054,73,11,7,616.87,43.23,,montoAsegurado_vacio
636,2025-09-05,1314,70,7,2,1032.77,54.39,,montoAsegurado_vacio
637,2025-12-12,2618,61,9,9,738.1,,82512.43,comision_vacia
639,2025-10-15,135,21,15,3,,96.03,,prima_vacia;montoAsegurado_vacio
640,2025-05-17,1863,29,13,6,,142.5,,prima_vacia;montoAsegurado_vacio
642,2025-06-01,7,71,4,9,538.13,623.94,,montoAsegurado_vacio
645,2025-08-04,2176,30,10,7,1437.43,225.46,,montoAsegurado_vacio
646,2025-05-07,1510,65,13,10,656.59,131.69,,montoAsegurado_vacio
647,2025-11-27,2618,7,3,6,655.45,,62624.03,comision_vacia
648,2025-09-24,2333,67,13,7,,62.41,87142.15,prima_vacia
649,2025-12-31,2295,43,12,8,387.19,93.15,,montoAsegurado_vacio
651,2025-10-09,2942,16,1,1,239.96,,26594.71,comision_vacia
652,2025-10-05,2387,112,10,12,,57.46,,prima_vacia;montoAsegurado_vacio
653,2025-05-20,642,23,8,11,,195.98,353113.4,prima_vacia
656,2025-12-29,2651,76,8,10,229.69,,42318.79,comision_vacia
658,,944,48,7,7,,217.42,165037.61,fechaEmision_vacia;prima_vacia
659,2025-06-16,2180,58,12,12,,263.96,,prima_vacia;montoAsegurado_vacio
661,2026-01-30,2348,51,3,8,700.8,132.88,,montoAsegurado_vacio
662,2025-01-09,253,51,4,7,332.93,,54153.59,comision_vacia
663,,2679,47,13,4,1753.61,328.92,,fechaEmision_vacia;montoAsegurado_vacio
664,,2229,51,8,8,,60.01,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
665,2025-02-19,1334,38,12,9,407.01,87.27,,montoAsegurado_vacio
666,2025-04-10,1930,34,7,1,355.38,,,comision_vacia;montoAsegurado_vacio
667,2025-12-25,2562,48,2,12,,251.44,186833.82,prima_vacia
668,2025-03-08,2830,70,6,9,,,199080.94,prima_vacia;comision_vacia
669,,2225,57,9,10,1020.81,,184643.2,fechaEmision_vacia;comision_vacia
670,2026-01-13,2044,120,7,5,1367.98,156.21,,montoAsegurado_vacio
672,2025-10-15,2629,72,15,11,1656.21,243.95,,montoAsegurado_vacio
673,2025-07-16,2597,38,7,6,,49.02,38687.42,prima_vacia
674,2025-03-29,2057,15,10,2,722.61,62.33,,montoAsegurado_vacio
675,2025-01-05,1309,1,5,8,304.6,40.62,,montoAsegurado_vacio
676,2025-07-29,1547,3,10,9,1514.6,359.2,,montoAsegurado_vacio
677,2025-11-11,1808,68,9,6,1071.75,,119043.27,comision_vacia
678,2025-05-15,1082,77,15,7,175.81,24.09,,montoAsegurado_vacio
680,2025-10-09,2428,69,14,4,297.32,26.01,,montoAsegurado_vacio
681,2025-07-14,1320,71,6,5,113.21,22.17,,montoAsegurado_vacio
682,2025-11-09,960,32,15,1,1560.81,,,comision_vacia;montoAsegurado_vacio
683,2025-10-20,1622,21,9,3,,109.08,,prima_vacia;montoAsegurado_vacio
684,2025-08-27,1741,32,1,10,1867.34,,,comision_vacia;montoAsegurado_vacio
687,2025-02-04,1880,57,6,4,,259.22,,prima_vacia;montoAsegurado_vacio
688,2025-09-14,1246,1,8,6,1438.09,,,comision_vacia;montoAsegurado_vacio
689,2025-01-18,1858,4,6,2,,,150198.88,prima_vacia;comision_vacia
691,2025-09-03,989,1,14,7,,227.37,,prima_vacia;montoAsegurado_vacio
693,2025-02-21,13,41,12,11,,,246608.56,prima_vacia;comision_vacia
694,2025-01-14,2574,70,15,6,,252.51,76577.3,prima_vacia
696,2025-06-25,2602,47,11,7,0.0,,265041.16,comision_vacia
697,2025-11-25,2269,76,3,3,,69.43,225420.02,prima_vacia
699,2025-09-26,2989,29,4,6,176.01,35.67,,montoAsegurado_vacio
700,2026-01-30,167,5,5,6,0.0,107.12,,montoAsegurado_vacio
701,2025-06-11,428,39,1,11,,84.26,115735.43,prima_vacia
703,2025-07-17,629,48,8,4,,59.78,,prima_vacia;montoAsegurado_vacio
707,2025-10-13,183,33,10,9,995.96,135.17,,montoAsegurado_vacio
710,2025-01-05,2358,46,5,3,,,278081.15,prima_vacia;comision_vacia
712,,1849,32,4,3,,,177148.68,fechaEmision_vacia;prima_vacia;comision_vacia
714,2025-11-23,2028,21,14,12,1513.02,197.69,,montoAsegurado_vacio
715,2026-01-26,765,5,4,2,823.82,,,comision_vacia;montoAsegurado_vacio
716,2025-04-07,818,14,11,6,,,287682.28,prima_vacia;comision_vacia
717,2025-11-02,910,65,9,12,,,263737.8,prima_vacia;comision_vacia
719,,156,19,7,11,390.45,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
721,2025-11-03,2905,79,15,9,175.38,,22820.73,comision_vacia
722,,381,51,9,11,1869.07,135.96,,fechaEmision_vacia;montoAsegurado_vacio
723,2025-10-24,74,25,10,1,1225.41,295.09,,montoAsegurado_vacio
724,2025-11-30,1166,64,5,9,,,167264.04,prima_vacia;comision_vacia
725,2025-03-31,626,77,13,4,,63.88,54483.6,prima_vacia
728,2026-01-18,1904,5,10,10,,13.65,,prima_vacia;montoAsegurado_vacio
729,2025-04-18,969,15,13,6,,226.44,,prima_vacia;montoAsegurado_vacio
730,,1781,22,3,7,156.39,25.56,5302.74,fechaEmision_vacia
732,2026-01-26,452,78,11,11,1166.68,,38790.36,comision_vacia
734,2025-01-28,1626,54,6,12,,73.3,109112.3,prima_vacia
738,2026-01-01,1081,12,10,1,,180.12,107432.37,prima_vacia
739,2025-03-04,2661,12,15,8,836.47,,86215.93,comision_vacia
742,2025-08-31,1299,38,11,7,,148.97,346893.42,prima_vacia
743,2025-08-05,2094,34,7,1,487.42,103.01,,montoAsegurado_vacio
745,2025-02-19,2831,28,8,11,253.24,,35801.44,comision_vacia
746,,1981,69,7,10,1679.44,335.69,170490.77,fechaEmision_vacia
747,2025-11-21,1140,37,8,5,,165.16,114736.18,prima_vacia
748,2025-07-12,1748,65,13,6,354.66,,60506.04,comision_vacia
749,2025-10-01,339,15,9,6,1261.69,,183418.98,comision_vacia
751,2025-11-22,389,12,10,6,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
752,2026-01-12,2688,7,7,9,,109.04,,prima_vacia;montoAsegurado_vacio
753,2025-05-04,334,24,6,7,997.79,77.23,,montoAsegurado_vacio
756,2025-01-26,2714,114,10,3,,294.64,,prima_vacia;montoAsegurado_vacio
757,2025-11-07,917,51,5,11,,,162335.4,prima_vacia;comision_vacia
758,2025-05-03,1314,14,2,11,,115.34,245915.97,prima_vacia
759,,1143,68,14,5,,323.94,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
760,2025-12-27,1944,8,13,12,,107.19,,prima_vacia;montoAsegurado_vacio
761,2025-03-05,923,15,7,12,,88.27,154721.09,prima_vacia
762,2025-10-06,1236,35,12,10,,230.51,,prima_vacia;montoAsegurado_vacio
763,2026-02-11,856,58,1,11,537.9,55.57,,montoAsegurado_vacio
764,2025-07-02,1319,65,9,3,,,204680.23,prima_vacia;comision_vacia
766,2025-06-14,962,28,12,1,920.18,48.98,,montoAsegurado_vacio
767,2026-01-03,1765,12,2,10,698.16,138.73,,montoAsegurado_vacio
768,2025-08-27,35,28,8,10,,118.12,121071.74,prima_vacia
770,2025-03-10,2358,78,1,6,1447.18,,239178.75,comision_vacia
771,2025-10-08,2710,78,1,4,,162.2,51458.19,prima_vacia
773,2025-02-13,1516,42,7,8,,170.35,195063.2,prima_vacia
775,2025-06-08,2127,33,1,1,76.43,17.42,,montoAsegurado_vacio
776,2025-06-29,698,47,7,1,600.01,,74745.15,comision_vacia
777,2025-11-05,1358,11,2,9,268.61,,,comision_vacia;montoAsegurado_vacio
782,,2357,40,1,1,,130.95,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
785,2025-08-10,1742,52,13,1,,92.82,58344.65,prima_vacia
786,2025-08-11,2374,64,14,1,,131.34,168624.82,prima_vacia
788,2026-01-19,75,11,6,6,,195.06,136435.5,prima_vacia
789,2025-11-19,887,63,5,5,,299.18,157620.69,prima_vacia
790,2025-12-20,1113,24,1,12,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
791,2025-09-01,1594,74,6,11,1039.64,167.65,,montoAsegurado_vacio
792,2025-07-29,1736,79,9,1,,138.79,164431.84,prima_vacia
793,2025-01-29,1975,78,14,7,1613.84,220.24,,montoAsegurado_vacio
794,2025-10-28,458,50,4,11,,103.34,153868.32,prima_vacia
795,2025-10-11,1952,68,1,8,,99.43,,prima_vacia;montoAsegurado_vacio
796,2026-01-30,1968,39,4,3,,227.97,,prima_vacia;montoAsegurado_vacio
797,,484,23,10,5,870.03,89.24,56125.56,fechaEmision_vacia
798,2025-10-30,1430,13,2,11,332.92,70.56,,montoAsegurado_vacio
799,2025-03-20,889,74,15,5,,268.59,95455.53,prima_vacia
800,2025-05-05,1942,62,4,5,1274.23,,99913.21,comision_vacia
801,2025-07-25,649,46,1,6,737.38,60.16,,montoAsegurado_vacio
802,2025-07-22,2288,60,13,12,,227.12,,prima_vacia;montoAsegurado_vacio
803,2025-09-17,1998,62,5,8,1587.48,2167.83,,montoAsegurado_vacio
804,2026-01-19,1154,13,12,6,,64.72,,prima_vacia;montoAsegurado_vacio
805,2025-05-08,2820,32,8,1,1977.34,,169249.11,comision_vacia
807,,781,12,15,8,750.95,,123413.93,fechaEmision_vacia;comision_vacia
808,2025-04-20,967,77,8,11,,89.02,,prima_vacia;montoAsegurado_vacio
809,2026-07-01,2775,34,1,1,861.06,79.0,,montoAsegurado_vacio
815,,698,52,8,12,1119.38,246.33,,fechaEmision_vacia;montoAsegurado_vacio
816,2026-01-28,594,52,8,11,86.63,13.67,,montoAsegurado_vacio
817,2025-11-13,1820,6,5,3,,72.29,66395.65,prima_vacia
821,2025-06-11,2975,21,13,3,,108.94,,prima_vacia;montoAsegurado_vacio
823,2025-10-31,2393,35,13,5,1391.74,244.4,,montoAsegurado_vacio
824,2025-02-01,2180,28,7,2,1498.83,332.65,,montoAsegurado_vacio
825,2025-08-23,256,29,15,6,1857.8,322.91,,montoAsegurado_vacio
826,2026-02-17,1423,70,14,7,,368.84,165565.53,prima_vacia
827,2025-11-13,607,23,6,5,751.19,,149449.7,comision_vacia
828,,820,37,15,2,,,205644.15,fechaEmision_vacia;prima_vacia;comision_vacia
829,2026-01-23,24,36,7,1,489.03,720.62,,montoAsegurado_vacio
830,2025-06-05,1927,48,10,1,605.02,86.82,,montoAsegurado_vacio
831,2025-09-08,2683,68,10,1,361.62,,24344.03,comision_vacia
832,2025-09-09,1346,39,8,4,1810.66,274.48,,montoAsegurado_vacio
834,2026-02-15,1793,71,9,8,1361.35,334.97,,montoAsegurado_vacio
835,,380,38,2,3,93.03,17.92,15672.46,fechaEmision_vacia
836,2025-10-25,2473,28,4,3,972.0,,44879.05,comision_vacia
837,2025-10-18,618,48,3,4,,153.28,,prima_vacia;montoAsegurado_vacio
838,2025-09-11,1217,79,2,3,,205.42,217848.71,prima_vacia
839,2025-12-14,2840,25,2,11,647.16,128.04,,montoAsegurado_vacio
840,2025-06-13,446,38,7,12,503.79,90.99,,montoAsegurado_vacio
841,2025-05-01,1152,20,13,4,519.32,,,comision_vacia;montoAsegurado_vacio
842,2025-09-11,67,34,1,1,,155.23,266958.76,prima_vacia
843,2026-01-13,657,60,6,8,1480.7,,,comision_vacia;montoAsegurado_vacio
844,2025-04-14,778,6,10,8,,18.48,,prima_vacia;montoAsegurado_vacio
845,2025-02-23,14,73,9,11,1269.39,265.58,,montoAsegurado_vacio
846,2025-07-18,47,2,7,7,1714.36,258.59,,montoAsegurado_vacio
847,2025-05-17,1546,42,9,1,,179.28,,prima_vacia;montoAsegurado_vacio
848,,170,72,1,9,463.65,,9638.92,fechaEmision_vacia;comision_vacia
850,2025-12-10,2066,4,7,12,873.87,,,comision_vacia;montoAsegurado_vacio
851,2025-12-26,867,57,9,3,,329.94,148250.67,prima_vacia
852,,1367,41,8,9,1903.39,132.64,254508.4,fechaEmision_vacia
853,2025-03-12,1107,62,10,10,587.31,,37778.91,comision_vacia
855,2025-07-17,569,15,10,10,1411.04,214.76,,montoAsegurado_vacio
857,2025-02-23,933,67,3,8,,341.26,,prima_vacia;montoAsegurado_vacio
858,2025-03-21,1467,33,7,11,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
861,2025-06-09,2951,32,1,1,237.37,53.89,,montoAsegurado_vacio
864,2025-11-24,602,46,1,1,843.93,71.93,,montoAsegurado_vacio
865,2025-09-08,2760,46,1,6,,208.18,,prima_vacia;montoAsegurado_vacio
866,2026-05-01,2042,44,6,10,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
869,2025-08-21,531,34,11,11,1540.81,,284174.65,comision_vacia
870,2025-08-19,2572,10,1,1,,167.96,,prima_vacia;montoAsegurado_vacio
872,,2347,73,2,6,,333.57,237739.94,fechaEmision_vacia;prima_vacia
873,2025-04-15,1087,36,1,12,,328.66,,prima_vacia;montoAsegurado_vacio
876,2025-01-30,1516,4,8,1,1262.35,302.21,,montoAsegurado_vacio
877,2025-08-07,1371,58,3,1,1917.67,,219668.44,comision_vacia
880,2026-02-16,1442,14,6,10,1460.82,164.68,,montoAsegurado_vacio
881,2025-04-09,839,10,11,8,,239.54,38387.21,prima_vacia
883,2025-06-29,495,118,6,4,1049.84,,,comision_vacia;montoAsegurado_vacio
884,2026-01-09,2279,60,11,10,1818.38,,,comision_vacia;montoAsegurado_vacio
885,2025-06-12,797,12,2,12,,146.34,118246.21,prima_vacia
886,2025-11-30,1228,33,11,10,571.93,118.16,,montoAsegurado_vacio
887,2025-10-11,1139,1,10,12,,338.82,167285.05,prima_vacia
888,2025-01-31,1313,15,15,9,354.31,24.0,,montoAsegurado_vacio
890,2025-01-01,333,1,3,7,1325.39,156.97,,montoAsegurado_vacio
894,2025-01-29,1962,15,14,1,892.07,66.33,,montoAsegurado_vacio
895,2025-12-15,1923,57,10,7,1365.73,96.67,,montoAsegurado_vacio
896,2025-02-05,610,20,10,9,477.03,72.81,,montoAsegurado_vacio
897,2025-08-22,1427,80,7,9,1494.58,,145788.69,comision_vacia
902,2025-11-03,1073,8,13,6,1380.59,,,comision_vacia;montoAsegurado_vacio
904,,3740,50,2,2,979.97,,46431.2,fechaEmision_vacia;comision_vacia
907,2025-05-16,2644,13,10,5,,262.3,,prima_vacia;montoAsegurado_vacio
908,2025-04-19,1075,80,14,3,1967.46,,,comision_vacia;montoAsegurado_vacio
909,2025-12-11,2699,93,12,6,564.64,106.62,,montoAsegurado_vacio
910,2026-03-02,409,48,14,2,460.91,,,comision_vacia;montoAsegurado_vacio
911,2025-05-05,481,60,6,3,1640.83,131.15,,montoAsegurado_vacio
912,2025-06-16,1791,22,9,1,0.0,228.91,,montoAsegurado_vacio
913,2025-11-10,1199,6,8,11,1105.06,170.04,,montoAsegurado_vacio
914,2025-11-19,2621,47,14,9,,371.25,168663.17,prima_vacia
916,2026-01-23,1556,70,9,12,1367.51,126.23,,montoAsegurado_vacio
919,2025-12-13,1102,17,10,10,,177.0,,prima_vacia;montoAsegurado_vacio
920,2025-05-15,1393,10,1,7,1333.15,207.78,,montoAsegurado_vacio
921,2025-09-06,3692,48,12,8,,113.88,48490.37,prima_vacia
922,2025-12-18,2381,50,10,5,,17.92,9698.68,prima_vacia
923,,281,12,15,1,,,145973.4,fechaEmision_vacia;prima_vacia;comision_vacia
924,2025-10-13,2713,65,5,5,1575.0,164.43,,montoAsegurado_vacio
925,2025-10-14,917,10,12,10,,46.43,5915.34,prima_vacia
926,2025-09-20,2933,34,3,2,,182.65,218574.95,prima_vacia
927,2025-03-23,1583,46,10,12,909.49,115.99,,montoAsegurado_vacio
930,2025-11-23,696,20,4,9,,85.98,184099.3,prima_vacia
931,2026-01-22,1136,50,10,7,210.61,40.21,,montoAsegurado_vacio
933,2025-10-23,1115,49,2,8,,118.78,,prima_vacia;montoAsegurado_vacio
934,2025-01-29,2403,20,5,1,981.63,67.41,,montoAsegurado_vacio
936,2025-02-17,3795,40,7,9,-520.28,,47053.68,comision_vacia
937,2025-07-18,3692,21,1,2,,208.41,190013.26,prima_vacia
939,2025-05-24,1644,13,15,7,1312.63,239.39,,montoAsegurado_vacio
943,2025-11-05,554,58,12,3,1207.33,,160881.33,comision_vacia
944,2025-12-30,1764,39,8,1,344.19,30.85,,montoAsegurado_vacio
946,2025-07-18,1014,58,10,1,,117.42,87988.95,prima_vacia
948,2025-12-07,1064,60,9,6,795.71,,,comision_vacia;montoAsegurado_vacio
949,2025-07-02,1920,2,15,10,,99.18,115240.21,prima_vacia
950,2025-12-16,1367,19,1,4,,96.87,72692.11,prima_vacia
951,2025-04-06,2172,27,13,10,1554.17,,,comision_vacia;montoAsegurado_vacio
953,2025-02-21,2371,59,1,10,740.29,108.83,,montoAsegurado_vacio
954,2026-02-13,1778,61,4,9,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
956,,1316,14,15,5,,16.7,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
957,2025-11-25,2594,56,1,6,1630.18,,203678.55,comision_vacia
958,2025-05-08,2188,6,2,4,,301.14,130667.18,prima_vacia
960,2025-06-28,1711,40,8,4,175.21,,,comision_vacia;montoAsegurado_vacio
961,2025-05-18,916,71,4,1,,46.69,25151.14,prima_vacia
962,2025-09-18,2801,80,1,11,303.23,32.41,,montoAsegurado_vacio
964,2025-11-29,939,1,13,11,,,75000.94,prima_vacia;comision_vacia
965,2025-10-12,393,27,15,4,1855.39,269.06,,montoAsegurado_vacio
968,2025-05-08,2408,12,7,8,,92.96,,prima_vacia;montoAsegurado_vacio
970,2025-03-27,2591,39,14,9,857.93,190.43,,montoAsegurado_vacio
972,2025-10-15,826,54,3,5,1119.57,124.85,,montoAsegurado_vacio
973,2026-02-13,1852,59,7,1,,348.13,76610.96,prima_vacia
974,2026-01-31,1944,38,2,12,855.13,136.61,,montoAsegurado_vacio
975,2025-07-01,907,44,8,8,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
977,2025-03-21,494,62,13,9,387.46,45.17,,montoAsegurado_vacio
978,2026-01-27,663,76,5,1,,100.99,,prima_vacia;montoAsegurado_vacio
979,2025-07-12,1306,105,14,2,79.6,,13816.88,comision_vacia
982,2025-09-03,861,67,12,11,1538.07,,62820.32,comision_vacia
983,2025-08-14,1551,52,1,12,,40.19,32415.06,prima_vacia
984,2025-06-20,1483,34,7,1,,,,prima_vacia;comision_vacia;montoAsegurado_vacio
986,2025-04-25,1253,68,8,5,700.61,,107728.62,comision_vacia
987,2025-11-04,2649,38,5,4,,121.04,93379.15,prima_vacia
988,2025-09-01,760,44,7,7,,347.14,189317.66,prima_vacia
992,,1105,70,9,7,1690.3,2765.68,,fechaEmision_vacia;montoAsegurado_vacio
993,2025-05-03,1326,75,1,12,,255.58,189928.13,prima_vacia
994,2025-05-20,1408,20,8,9,853.33,,,comision_vacia;montoAsegurado_vacio
995,2025-05-10,1564,1,4,8,,274.64,,prima_vacia;montoAsegurado_vacio
996,2025-03-09,1881,1,15,12,965.9,53.98,,montoAsegurado_vacio
999,,1036,52,7,6,,171.51,,fechaEmision_vacia;prima_vacia;montoAsegurado_vacio
1000,2025-06-22,1177,14,3,2,1322.87,,,comision_vacia;montoAsegurado_vacio
1001,2025-01-13,2762,76,3,1,742.93,,,comision_vacia;montoAsegurado_vacio
1002,2025-04-07,367,41,3,5,78.43,8.19,,montoAsegurado_vacio
1007,2025-12-12,213,10,14,10,,379.33,247888.57,prima_vacia
1010,,1292,35,7,12,735.08,,,fechaEmision_vacia;comision_vacia;montoAsegurado_vacio
1011,2025-11-24,1801,20,6,4,,153.46,122262.02,prima_vacia
1012,2025-12-11,70,8,10,3,1570.27,308.2,,montoAsegurado_vacio
1013,2025-01-20,983,35,11,12,1538.96,141.33,,montoAsegurado_vacio
1015,2025-01-16,2369,45,2,9,1033.94,124.79,,montoAsegurado_vacio
1017,2025-08-19,1198,44,14,7,356.86,444.8,,montoAsegurado_vacio
1018,2025-06-18,219,75,9,1,1345.84,76.59,,montoAsegurado_vacio
1019,2025-10-25,86,52,14,5,1843.21,184.84,,montoAsegurado_vacio
1020,2025-11-22,415,74,8,2,,329.03,282145.51,prima_vacia
